"filename", "language", "JSON", "TypeScript", "SCSS", "Markdown", "JavaScript", "HTML", "CSS", "XML", "YAML", "comment", "blank", "total"
"d:\370\FinalFrontend\final\src\app\pages\chat\chat.module.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"d:\370\FinalFrontend\final\src\app\pages\chat\chat.service.ts", "TypeScript", 0, 85, 0, 0, 0, 0, 0, 0, 0, 50, 10, 145
"d:\370\FinalFrontend\final\src\app\pages\dashboard\analytics\analytics.component.html", "HTML", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 24
"d:\370\FinalFrontend\final\src\app\pages\dashboard\analytics\analytics.component.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"d:\370\FinalFrontend\final\src\app\pages\dashboard\dashboard.component.html", "HTML", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 2, 51
"d:\370\FinalFrontend\final\src\app\pages\dashboard\dashboard.component.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\370\FinalFrontend\final\src\app\pages\dashboard\dashboard.component.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"d:\370\FinalFrontend\final\src\app\pages\dashboard\dashboard.data.ts", "TypeScript", 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 5, 290
"d:\370\FinalFrontend\final\src\app\pages\dashboard\dashboard.module.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"d:\370\FinalFrontend\final\src\app\pages\dashboard\disk-space\disk-space.component.html", "HTML", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 23
"d:\370\FinalFrontend\final\src\app\pages\dashboard\disk-space\disk-space.component.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"d:\370\FinalFrontend\final\src\app\pages\dashboard\info-cards\info-cards.component.html", "HTML", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 80
"d:\370\FinalFrontend\final\src\app\pages\dashboard\info-cards\info-cards.component.scss", "SCSS", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"d:\370\FinalFrontend\final\src\app\pages\dashboard\info-cards\info-cards.component.ts", "TypeScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 7, 72
"d:\370\FinalFrontend\final\src\app\pages\dashboard\todo\todo.component.html", "HTML", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 27
"d:\370\FinalFrontend\final\src\app\pages\dashboard\todo\todo.component.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\370\FinalFrontend\final\src\app\pages\dashboard\todo\todo.component.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"d:\370\FinalFrontend\final\src\app\pages\dashboard\todo\todo.service.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"d:\370\FinalFrontend\final\src\app\pages\drag-drop\drag-drop.component.html", "HTML", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 44
"d:\370\FinalFrontend\final\src\app\pages\drag-drop\drag-drop.component.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\370\FinalFrontend\final\src\app\pages\drag-drop\drag-drop.component.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"d:\370\FinalFrontend\final\src\app\pages\drag-drop\drag-drop.module.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"d:\370\FinalFrontend\final\src\app\pages\dynamic-menu\dynamic-menu.component.html", "HTML", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 46
"d:\370\FinalFrontend\final\src\app\pages\dynamic-menu\dynamic-menu.component.ts", "TypeScript", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 6, 93
"d:\370\FinalFrontend\final\src\app\pages\dynamic-menu\dynamic-menu.module.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"d:\370\FinalFrontend\final\src\app\pages\dynamic-menu\dynamic-menu.service.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 11, 37
"d:\370\FinalFrontend\final\src\app\pages\errors\error\error.component.html", "HTML", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 6, 28
"d:\370\FinalFrontend\final\src\app\pages\errors\error\error.component.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\370\FinalFrontend\final\src\app\pages\errors\not-found\not-found.component.html", "HTML", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 6, 30
"d:\370\FinalFrontend\final\src\app\pages\errors\not-found\not-found.component.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"d:\370\FinalFrontend\final\src\app\pages\form-controls\autocomplete\autocomplete.component.html", "HTML", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 40
"d:\370\FinalFrontend\final\src\app\pages\form-controls\autocomplete\autocomplete.component.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"d:\370\FinalFrontend\final\src\app\pages\form-controls\checkbox\checkbox.component.html", "HTML", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 36
"d:\370\FinalFrontend\final\src\app\pages\form-controls\checkbox\checkbox.component.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"d:\370\FinalFrontend\final\src\app\pages\form-controls\datepicker\datepicker.component.html", "HTML", 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 128
"d:\370\FinalFrontend\final\src\app\pages\form-controls\datepicker\datepicker.component.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\370\FinalFrontend\final\src\app\pages\form-controls\datepicker\datepicker.component.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 4, 6, 36
"d:\370\FinalFrontend\final\src\app\pages\form-controls\form-controls.module.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"d:\370\FinalFrontend\final\src\app\pages\form-controls\form-field\form-field.component.html", "HTML", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 126
"d:\370\FinalFrontend\final\src\app\pages\form-controls\form-field\form-field.component.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"d:\370\FinalFrontend\final\src\app\pages\form-controls\input\input.component.html", "HTML", 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 7, 128
"d:\370\FinalFrontend\final\src\app\pages\form-controls\input\input.component.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 3, 5, 35
"d:\370\FinalFrontend\final\src\app\pages\form-controls\radio-button\radio-button.component.html", "HTML", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 30
"d:\370\FinalFrontend\final\src\app\pages\form-controls\radio-button\radio-button.component.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\370\FinalFrontend\final\src\app\pages\form-controls\radio-button\radio-button.component.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"d:\370\FinalFrontend\final\src\app\pages\form-controls\select\select.component.html", "HTML", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 72
"d:\370\FinalFrontend\final\src\app\pages\form-controls\select\select.component.ts", "TypeScript", 0, 59, 0, 0, 0, 0, 0, 0, 0, 4, 6, 69
"d:\370\FinalFrontend\final\src\app\pages\form-controls\slide-toggle\slide-toggle.component.html", "HTML", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 6, 39
"d:\370\FinalFrontend\final\src\app\pages\form-controls\slide-toggle\slide-toggle.component.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\370\FinalFrontend\final\src\app\pages\form-controls\slider\slider.component.html", "HTML", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 8, 63
"d:\370\FinalFrontend\final\src\app\pages\form-controls\slider\slider.component.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\370\FinalFrontend\final\src\app\pages\form-controls\slider\slider.component.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"d:\370\FinalFrontend\final\src\app\pages\icons\icons.component.html", "HTML", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"d:\370\FinalFrontend\final\src\app\pages\icons\icons.component.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\370\FinalFrontend\final\src\app\pages\icons\icons.module.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"d:\370\FinalFrontend\final\src\app\pages\icons\icons.service.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 3, 12
"d:\370\FinalFrontend\final\src\app\pages\landing\landing.component.html", "HTML", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 2, 105
"d:\370\FinalFrontend\final\src\app\pages\landing\landing.component.scss", "SCSS", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 3, 87
"d:\370\FinalFrontend\final\src\app\pages\landing\landing.component.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"d:\370\FinalFrontend\final\src\app\pages\landing\landing.module.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\370\FinalFrontend\final\src\app\pages\login\login.component.html", "HTML", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 6, 36
"d:\370\FinalFrontend\final\src\app\pages\login\login.component.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 2, 20, 82
"d:\370\FinalFrontend\final\src\app\pages\login\login.module.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"d:\370\FinalFrontend\final\src\app\pages\mailbox\mail.model.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
"d:\370\FinalFrontend\final\src\app\pages\mailbox\mailbox.component.html", "HTML", 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 150
"d:\370\FinalFrontend\final\src\app\pages\mailbox\mailbox.component.scss", "SCSS", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 2, 62
"d:\370\FinalFrontend\final\src\app\pages\mailbox\mailbox.component.ts", "TypeScript", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 15, 129
"d:\370\FinalFrontend\final\src\app\pages\mailbox\mailbox.module.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"d:\370\FinalFrontend\final\src\app\pages\mailbox\mailbox.service.ts", "TypeScript", 0, 290, 0, 0, 0, 0, 0, 0, 0, 0, 8, 298
"d:\370\FinalFrontend\final\src\app\pages\maps\google-maps\google-maps.component.html", "HTML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 7
"d:\370\FinalFrontend\final\src\app\pages\maps\google-maps\google-maps.component.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"d:\370\FinalFrontend\final\src\app\pages\maps\leaflet-maps\leaflet-maps.component.html", "HTML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"d:\370\FinalFrontend\final\src\app\pages\maps\leaflet-maps\leaflet-maps.component.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 10, 38
"d:\370\FinalFrontend\final\src\app\pages\maps\maps.module.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"d:\370\FinalFrontend\final\src\app\pages\pages.component.html", "HTML", 0, 0, 0, 0, 0, 113, 0, 0, 0, 2, 25, 140
"d:\370\FinalFrontend\final\src\app\pages\pages.component.scss", "SCSS", 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 11, 208
"d:\370\FinalFrontend\final\src\app\pages\pages.component.ts", "TypeScript", 0, 158, 0, 0, 0, 0, 0, 0, 0, 3, 23, 184
"d:\370\FinalFrontend\final\src\app\pages\profile\profile.component.html", "HTML", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"d:\370\FinalFrontend\final\src\app\pages\profile\profile.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\370\FinalFrontend\final\src\app\pages\profile\profile.component.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\370\FinalFrontend\final\src\app\pages\profile\profile.module.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"d:\370\FinalFrontend\final\src\app\pages\profile\projects\projects.component.html", "HTML", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 24
"d:\370\FinalFrontend\final\src\app\pages\profile\projects\projects.component.scss", "SCSS", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"d:\370\FinalFrontend\final\src\app\pages\profile\projects\projects.component.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"d:\370\FinalFrontend\final\src\app\pages\profile\user-info\user-info.component.html", "HTML", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 20, 96
"d:\370\FinalFrontend\final\src\app\pages\profile\user-info\user-info.component.scss", "SCSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\370\FinalFrontend\final\src\app\pages\profile\user-info\user-info.component.ts", "TypeScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 1, 8, 67
"d:\370\FinalFrontend\final\src\app\pages\register\register.component.html", "HTML", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 23, 93
"d:\370\FinalFrontend\final\src\app\pages\register\register.component.ts", "TypeScript", 0, 129, 0, 0, 0, 0, 0, 0, 0, 9, 48, 186
"d:\370\FinalFrontend\final\src\app\pages\register\register.module.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"d:\370\FinalFrontend\final\src\app\pages\schedule\schedule-dialog\schedule-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 2, 24
"d:\370\FinalFrontend\final\src\app\pages\schedule\schedule-dialog\schedule-dialog.component.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"d:\370\FinalFrontend\final\src\app\pages\schedule\schedule.component.html", "HTML", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 3, 63
"d:\370\FinalFrontend\final\src\app\pages\schedule\schedule.component.ts", "TypeScript", 0, 114, 0, 0, 0, 0, 0, 0, 0, 1, 9, 124
"d:\370\FinalFrontend\final\src\app\pages\schedule\schedule.module.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"d:\370\FinalFrontend\final\src\app\pages\search\search.component.html", "HTML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"d:\370\FinalFrontend\final\src\app\pages\search\search.component.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"d:\370\FinalFrontend\final\src\app\pages\tables\basic\basic.component.html", "HTML", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 24
"d:\370\FinalFrontend\final\src\app\pages\tables\basic\basic.component.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"d:\370\FinalFrontend\final\src\app\pages\tables\filtering\filtering.component.html", "HTML", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 29
"d:\370\FinalFrontend\final\src\app\pages\tables\filtering\filtering.component.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"d:\370\FinalFrontend\final\src\app\pages\tables\ngx-table\ngx-table.component.html", "HTML", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 1, 73
"d:\370\FinalFrontend\final\src\app\pages\tables\ngx-table\ngx-table.component.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 8, 68
"d:\370\FinalFrontend\final\src\app\pages\tables\paging\paging.component.html", "HTML", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 26
"d:\370\FinalFrontend\final\src\app\pages\tables\paging\paging.component.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"d:\370\FinalFrontend\final\src\app\pages\tables\selecting\selecting.component.html", "HTML", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 38
"d:\370\FinalFrontend\final\src\app\pages\tables\selecting\selecting.component.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"d:\370\FinalFrontend\final\src\app\pages\tables\sorting\sorting.component.html", "HTML", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 24
"d:\370\FinalFrontend\final\src\app\pages\tables\sorting\sorting.component.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"d:\370\FinalFrontend\final\src\app\pages\tables\tables.module.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"d:\370\FinalFrontend\final\src\app\pages\tables\tables.service.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"d:\370\FinalFrontend\final\src\app\pages\ui\buttons\buttons.component.html", "HTML", 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 4, 165
"d:\370\FinalFrontend\final\src\app\pages\ui\buttons\buttons.component.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"d:\370\FinalFrontend\final\src\app\pages\ui\cards\cards.component.html", "HTML", 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 3, 103
"d:\370\FinalFrontend\final\src\app\pages\ui\cards\cards.component.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"d:\370\FinalFrontend\final\src\app\pages\ui\chips\chips.component.html", "HTML", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 56
"d:\370\FinalFrontend\final\src\app\pages\ui\chips\chips.component.scss", "SCSS", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\370\FinalFrontend\final\src\app\pages\ui\chips\chips.component.ts", "TypeScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 8, 51
"d:\370\FinalFrontend\final\src\app\pages\ui\dialog\dialog-overview-example-dialog.html", "HTML", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 5, 13
"d:\370\FinalFrontend\final\src\app\pages\ui\dialog\dialog.component.html", "HTML", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 18
"d:\370\FinalFrontend\final\src\app\pages\ui\dialog\dialog.component.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 9, 46
"d:\370\FinalFrontend\final\src\app\pages\ui\expansion-panel\expansion-panel.component.html", "HTML", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 76
"d:\370\FinalFrontend\final\src\app\pages\ui\expansion-panel\expansion-panel.component.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"d:\370\FinalFrontend\final\src\app\pages\ui\grids\grids.component.html", "HTML", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 33
"d:\370\FinalFrontend\final\src\app\pages\ui\grids\grids.component.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"d:\370\FinalFrontend\final\src\app\pages\ui\lists\lists.component.html", "HTML", 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 115
"d:\370\FinalFrontend\final\src\app\pages\ui\lists\lists.component.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"d:\370\FinalFrontend\final\src\app\pages\ui\progress\progress.component.html", "HTML", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 39
"d:\370\FinalFrontend\final\src\app\pages\ui\progress\progress.component.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"d:\370\FinalFrontend\final\src\app\pages\ui\snack-bar\snack-bar.component.html", "HTML", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 18
"d:\370\FinalFrontend\final\src\app\pages\ui\snack-bar\snack-bar.component.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"d:\370\FinalFrontend\final\src\app\pages\ui\tabs\tabs.component.html", "HTML", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 1, 91
"d:\370\FinalFrontend\final\src\app\pages\ui\tabs\tabs.component.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"d:\370\FinalFrontend\final\src\app\pages\ui\tooltip\tooltip.component.html", "HTML", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 24
"d:\370\FinalFrontend\final\src\app\pages\ui\tooltip\tooltip.component.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"d:\370\FinalFrontend\final\src\app\pages\ui\ui.module.ts", "TypeScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 3, 59
"d:\370\FinalFrontend\final\src\app\pages\users\edit-staff-dialog\edit-staff-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 69, 0, 0, 0, 9, 9, 87
"d:\370\FinalFrontend\final\src\app\pages\users\edit-staff-dialog\edit-staff-dialog.component.scss", "SCSS", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
"d:\370\FinalFrontend\final\src\app\pages\users\edit-staff-dialog\edit-staff-dialog.component.ts", "TypeScript", 0, 139, 0, 0, 0, 0, 0, 0, 0, 50, 25, 214
"d:\370\FinalFrontend\final\src\app\pages\users\staff-service.service.ts", "TypeScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 3, 21, 104
"d:\370\FinalFrontend\final\src\app\pages\users\user-dialog\user-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 69, 0, 0, 0, 10, 9, 88
"d:\370\FinalFrontend\final\src\app\pages\users\user-dialog\user-dialog.component.scss", "SCSS", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 20
"d:\370\FinalFrontend\final\src\app\pages\users\user-dialog\user-dialog.component.ts", "TypeScript", 0, 118, 0, 0, 0, 0, 0, 0, 0, 39, 20, 177
"d:\370\FinalFrontend\final\src\app\pages\users\user.model.ts", "TypeScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 6, 53
"d:\370\FinalFrontend\final\src\app\pages\users\users.component.html", "HTML", 0, 0, 0, 0, 0, 71, 0, 0, 0, 75, 12, 158
"d:\370\FinalFrontend\final\src\app\pages\users\users.component.scss", "SCSS", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 6, 79
"d:\370\FinalFrontend\final\src\app\pages\users\users.component.ts", "TypeScript", 0, 143, 0, 0, 0, 0, 0, 0, 0, 26, 33, 202
"d:\370\FinalFrontend\final\src\app\pages\users\users.data.ts", "TypeScript", 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 1, 315
"d:\370\FinalFrontend\final\src\app\pages\users\users.module.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 3, 41
"d:\370\FinalFrontend\final\src\app\pages\users\users.service.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"d:\370\FinalFrontend\final\src\app\repair-log\repair-log.component.html", "HTML", 0, 0, 0, 0, 0, 271, 0, 0, 0, 12, 29, 312
"d:\370\FinalFrontend\final\src\app\repair-log\repair-log.component.scss", "SCSS", 0, 0, 57, 0, 0, 0, 0, 0, 0, 11, 13, 81
"d:\370\FinalFrontend\final\src\app\repair-log\repair-log.component.ts", "TypeScript", 0, 264, 0, 0, 0, 0, 0, 0, 0, 20, 64, 348
"d:\370\FinalFrontend\final\src\app\repair-log\repairlog.service.ts", "TypeScript", 0, 92, 0, 0, 0, 0, 0, 0, 0, 6, 26, 124
"d:\370\FinalFrontend\final\src\app\request-email\request-email.component.html", "HTML", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\370\FinalFrontend\final\src\app\request-email\request-email.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\370\FinalFrontend\final\src\app\request-email\request-email.component.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"d:\370\FinalFrontend\final\src\app\scheduledtasks\scheduledtasks.component.html", "HTML", 0, 0, 0, 0, 0, 215, 0, 0, 0, 7, 23, 245
"d:\370\FinalFrontend\final\src\app\scheduledtasks\scheduledtasks.component.scss", "SCSS", 0, 0, 57, 0, 0, 0, 0, 0, 0, 11, 12, 80
"d:\370\FinalFrontend\final\src\app\scheduledtasks\scheduledtasks.component.ts", "TypeScript", 0, 229, 0, 0, 0, 0, 0, 0, 0, 18, 64, 311
"d:\370\FinalFrontend\final\src\app\scheduledtasks\scheduledtasks.service.ts", "TypeScript", 0, 84, 0, 0, 0, 0, 0, 0, 0, 6, 26, 116
"d:\370\FinalFrontend\final\src\app\section-report\section-report.component.html", "HTML", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 19
"d:\370\FinalFrontend\final\src\app\section-report\section-report.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\370\FinalFrontend\final\src\app\section-report\section-report.component.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23
"d:\370\FinalFrontend\final\src\app\section-type\section-type.component.html", "HTML", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 10, 84
"d:\370\FinalFrontend\final\src\app\section-type\section-type.component.scss", "SCSS", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"d:\370\FinalFrontend\final\src\app\section-type\section-type.component.ts", "TypeScript", 0, 150, 0, 0, 0, 0, 0, 0, 0, 21, 35, 206
"d:\370\FinalFrontend\final\src\app\section-type\sectiontype-service.service.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 14, 66
"d:\370\FinalFrontend\final\src\app\section\section-service.service.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 7, 20, 89
"d:\370\FinalFrontend\final\src\app\section\section.component.html", "HTML", 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 12, 176
"d:\370\FinalFrontend\final\src\app\section\section.component.scss", "SCSS", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"d:\370\FinalFrontend\final\src\app\section\section.component.ts", "TypeScript", 0, 163, 0, 0, 0, 0, 0, 0, 0, 11, 36, 210
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\ConfirmDialog\confirm-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\ConfirmDialog\confirm-dialog.component.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
