"filename", "language", "JSON", "TypeScript", "SCSS", "Markdown", "JavaScript", "HTML", "CSS", "XML", "YAML", "comment", "blank", "total"
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\ConfirmDialog\confirm-dialog.module.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\ConfirmDialog\confirm-dialog.service.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\DuplicateDialog\duplicate-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 10
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\DuplicateDialog\duplicate-dialog.component.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\DuplicateDialog\duplicate-dialog.module.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\DuplicateDialog\duplicate-dialog.service.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\ErrorDialog\error-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 10
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\ErrorDialog\error-dialog.component.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\ErrorDialog\error-dialog.module.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\ErrorDialog\error-dialog.service.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\SuccessDialog\success-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 10
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\SuccessDialog\success-dialog.component.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\SuccessDialog\success-dialog.module.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"d:\370\FinalFrontend\final\src\app\shared\Dialogs\SuccessDialog\success-dialog.service.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"d:\370\FinalFrontend\final\src\app\shared\shared.module.ts", "TypeScript", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 2, 108
"d:\370\FinalFrontend\final\src\app\skill\editskill-dialog\editskill-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 4, 25
"d:\370\FinalFrontend\final\src\app\skill\editskill-dialog\editskill-dialog.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\370\FinalFrontend\final\src\app\skill\editskill-dialog\editskill-dialog.component.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 2, 17, 94
"d:\370\FinalFrontend\final\src\app\skill\skill-dialog\skill-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 5, 26
"d:\370\FinalFrontend\final\src\app\skill\skill-dialog\skill-dialog.component.scss", "SCSS", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\370\FinalFrontend\final\src\app\skill\skill-dialog\skill-dialog.component.ts", "TypeScript", 0, 84, 0, 0, 0, 0, 0, 0, 0, 2, 16, 102
"d:\370\FinalFrontend\final\src\app\skill\skill-service.service.ts", "TypeScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 4, 16, 76
"d:\370\FinalFrontend\final\src\app\skill\skill.component.html", "HTML", 0, 0, 0, 0, 0, 39, 0, 0, 0, 41, 7, 87
"d:\370\FinalFrontend\final\src\app\skill\skill.component.scss", "SCSS", 0, 0, 53, 0, 0, 0, 0, 0, 0, 2, 9, 64
"d:\370\FinalFrontend\final\src\app\skill\skill.component.ts", "TypeScript", 0, 131, 0, 0, 0, 0, 0, 0, 0, 61, 36, 228
"d:\370\FinalFrontend\final\src\app\sr-provider\sr-provider.component.html", "HTML", 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 12, 164
"d:\370\FinalFrontend\final\src\app\sr-provider\sr-provider.component.scss", "SCSS", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"d:\370\FinalFrontend\final\src\app\sr-provider\sr-provider.component.ts", "TypeScript", 0, 148, 0, 0, 0, 0, 0, 0, 0, 12, 32, 192
"d:\370\FinalFrontend\final\src\app\sr-provider\srprovider-service.service.ts", "TypeScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 6, 17, 74
"d:\370\FinalFrontend\final\src\app\staff-schedule\staff-schedule.component.html", "HTML", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 4, 30
"d:\370\FinalFrontend\final\src\app\staff-schedule\staff-schedule.component.scss", "SCSS", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 15
"d:\370\FinalFrontend\final\src\app\staff-schedule\staff-schedule.component.ts", "TypeScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 10, 73
"d:\370\FinalFrontend\final\src\app\staff\staff.component.html", "HTML", 0, 0, 0, 0, 0, 30, 0, 0, 0, 2, 5, 37
"d:\370\FinalFrontend\final\src\app\staff\staff.component.scss", "SCSS", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\370\FinalFrontend\final\src\app\staff\staff.component.ts", "TypeScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 7, 13, 68
"d:\370\FinalFrontend\final\src\app\task-type\task-type.component.html", "HTML", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 15, 83
"d:\370\FinalFrontend\final\src\app\task-type\task-type.component.scss", "SCSS", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\370\FinalFrontend\final\src\app\task-type\task-type.component.ts", "TypeScript", 0, 78, 0, 0, 0, 0, 0, 0, 0, 1, 17, 96
"d:\370\FinalFrontend\final\src\app\task\task-service.service.ts", "TypeScript", 0, 112, 0, 0, 0, 0, 0, 0, 0, 3, 30, 145
"d:\370\FinalFrontend\final\src\app\task\task.component.html", "HTML", 0, 0, 0, 0, 0, 374, 0, 0, 0, 33, 70, 477
"d:\370\FinalFrontend\final\src\app\task\task.component.scss", "SCSS", 0, 0, 57, 0, 0, 0, 0, 0, 0, 20, 12, 89
"d:\370\FinalFrontend\final\src\app\task\task.component.ts", "TypeScript", 0, 505, 0, 0, 0, 0, 0, 0, 0, 24, 104, 633
"d:\370\FinalFrontend\final\src\app\theme\components\applications\applications.component.html", "HTML", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 70
"d:\370\FinalFrontend\final\src\app\theme\components\applications\applications.component.scss", "SCSS", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 21
"d:\370\FinalFrontend\final\src\app\theme\components\applications\applications.component.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\370\FinalFrontend\final\src\app\theme\components\breadcrumb\breadcrumb.component.html", "HTML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"d:\370\FinalFrontend\final\src\app\theme\components\breadcrumb\breadcrumb.component.scss", "SCSS", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 19
"d:\370\FinalFrontend\final\src\app\theme\components\breadcrumb\breadcrumb.component.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 8, 77
"d:\370\FinalFrontend\final\src\app\theme\components\flags-menu\flags-menu.component.html", "HTML", 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 0, 30
"d:\370\FinalFrontend\final\src\app\theme\components\flags-menu\flags-menu.component.scss", "SCSS", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10
"d:\370\FinalFrontend\final\src\app\theme\components\flags-menu\flags-menu.component.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\370\FinalFrontend\final\src\app\theme\components\fullscreen\fullscreen.component.ts", "TypeScript", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 6, 65
"d:\370\FinalFrontend\final\src\app\theme\components\menu\horizontal-menu\horizontal-menu.component.html", "HTML", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 8, 38
"d:\370\FinalFrontend\final\src\app\theme\components\menu\horizontal-menu\horizontal-menu.component.scss", "SCSS", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 32
"d:\370\FinalFrontend\final\src\app\theme\components\menu\horizontal-menu\horizontal-menu.component.ts", "TypeScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 45
"d:\370\FinalFrontend\final\src\app\theme\components\menu\menu.model.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"d:\370\FinalFrontend\final\src\app\theme\components\menu\menu.service.ts", "TypeScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 11, 71
"d:\370\FinalFrontend\final\src\app\theme\components\menu\menu.ts", "TypeScript", 0, 85, 0, 0, 0, 0, 0, 0, 0, 61, 19, 165
"d:\370\FinalFrontend\final\src\app\theme\components\menu\vertical-menu\vertical-menu.component.html", "HTML", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 1, 30
"d:\370\FinalFrontend\final\src\app\theme\components\menu\vertical-menu\vertical-menu.component.scss", "SCSS", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"d:\370\FinalFrontend\final\src\app\theme\components\menu\vertical-menu\vertical-menu.component.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 6, 51
"d:\370\FinalFrontend\final\src\app\theme\components\messages\messages.component.html", "HTML", 0, 0, 0, 0, 0, 68, 0, 0, 0, 2, 0, 70
"d:\370\FinalFrontend\final\src\app\theme\components\messages\messages.component.scss", "SCSS", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 50
"d:\370\FinalFrontend\final\src\app\theme\components\messages\messages.component.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"d:\370\FinalFrontend\final\src\app\theme\components\messages\messages.service.ts", "TypeScript", 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 8, 133
"d:\370\FinalFrontend\final\src\app\theme\components\sidenav\sidenav.component.html", "HTML", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 6, 18
"d:\370\FinalFrontend\final\src\app\theme\components\sidenav\sidenav.component.scss", "SCSS", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 4, 52
"d:\370\FinalFrontend\final\src\app\theme\components\sidenav\sidenav.component.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"d:\370\FinalFrontend\final\src\app\theme\components\user-menu\user-menu.component.html", "HTML", 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 3, 33
"d:\370\FinalFrontend\final\src\app\theme\components\user-menu\user-menu.component.scss", "SCSS", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 17
"d:\370\FinalFrontend\final\src\app\theme\components\user-menu\user-menu.component.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\370\FinalFrontend\final\src\app\theme\directives\detect-scroll\detect-scroll.directive.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"d:\370\FinalFrontend\final\src\app\theme\directives\directives.module.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"d:\370\FinalFrontend\final\src\app\theme\pipes\pagination\pagination.pipe.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\370\FinalFrontend\final\src\app\theme\pipes\pipes.module.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33
"d:\370\FinalFrontend\final\src\app\theme\pipes\profilePicture\profilePicture.pipe.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\370\FinalFrontend\final\src\app\theme\pipes\search\chat-person-search.pipe.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"d:\370\FinalFrontend\final\src\app\theme\pipes\search\mail-search.pipe.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"d:\370\FinalFrontend\final\src\app\theme\pipes\search\user-search.pipe.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 1, 21
"d:\370\FinalFrontend\final\src\app\theme\pipes\truncate\truncate.pipe.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\370\FinalFrontend\final\src\app\theme\styles\_base.scss", "SCSS", 0, 0, 469, 0, 0, 0, 0, 0, 0, 4, 15, 488
"d:\370\FinalFrontend\final\src\app\theme\styles\_libs-override.scss", "SCSS", 0, 0, 97, 0, 0, 0, 0, 0, 0, 3, 13, 113
"d:\370\FinalFrontend\final\src\app\theme\styles\_mixins.scss", "SCSS", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
"d:\370\FinalFrontend\final\src\app\theme\styles\_rtl.scss", "SCSS", 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 11, 151
"d:\370\FinalFrontend\final\src\app\theme\styles\_theme-reset.scss", "SCSS", 0, 0, 118, 0, 0, 0, 0, 0, 0, 4, 6, 128
"d:\370\FinalFrontend\final\src\app\theme\styles\_theme.scss", "SCSS", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\370\FinalFrontend\final\src\app\theme\styles\_variables.scss", "SCSS", 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 5, 18
"d:\370\FinalFrontend\final\src\app\theme\styles\skins\_blue-dark.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\370\FinalFrontend\final\src\app\theme\styles\skins\_green-dark.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\370\FinalFrontend\final\src\app\theme\styles\skins\_indigo-light.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\370\FinalFrontend\final\src\app\theme\styles\skins\_pink-dark.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\370\FinalFrontend\final\src\app\theme\styles\skins\_red-light.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\370\FinalFrontend\final\src\app\theme\styles\skins\_teal-light.scss", "SCSS", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\370\FinalFrontend\final\src\app\theme\utils\app-animation.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 2, 51
"d:\370\FinalFrontend\final\src\app\theme\utils\app-validators.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\370\FinalFrontend\final\src\app\theme\utils\custom-overlay-container.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"d:\370\FinalFrontend\final\src\app\vehicle-service\vehicle-service.component.html", "HTML", 0, 0, 0, 0, 0, 369, 0, 0, 0, 0, 31, 400
"d:\370\FinalFrontend\final\src\app\vehicle-service\vehicle-service.component.scss", "SCSS", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"d:\370\FinalFrontend\final\src\app\vehicle-service\vehicle-service.component.ts", "TypeScript", 0, 385, 0, 0, 0, 0, 0, 0, 0, 11, 63, 459
"d:\370\FinalFrontend\final\src\app\vehicle-service\vsService.service.ts", "TypeScript", 0, 79, 0, 0, 0, 0, 0, 0, 0, 9, 13, 101
"d:\370\FinalFrontend\final\src\app\vehicle-types\Vehicletypeservice.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 3, 10, 58
"d:\370\FinalFrontend\final\src\app\vehicle-types\vehicle-types.component.html", "HTML", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 25, 91
"d:\370\FinalFrontend\final\src\app\vehicle-types\vehicle-types.component.scss", "SCSS", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\370\FinalFrontend\final\src\app\vehicle-types\vehicle-types.component.ts", "TypeScript", 0, 173, 0, 0, 0, 0, 0, 0, 0, 9, 31, 213
"d:\370\FinalFrontend\final\src\app\vehicle\vehicle.component.html", "HTML", 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 99, 521
"d:\370\FinalFrontend\final\src\app\vehicle\vehicle.component.scss", "SCSS", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"d:\370\FinalFrontend\final\src\app\vehicle\vehicle.component.ts", "TypeScript", 0, 308, 0, 0, 0, 0, 0, 0, 0, 17, 72, 397
"d:\370\FinalFrontend\final\src\app\vehicle\vehicleservice.ts", "TypeScript", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 26, 118
"d:\370\FinalFrontend\final\src\assets\data\company.json", "JSON", 505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 506
"d:\370\FinalFrontend\final\src\assets\img\flags\de.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"d:\370\FinalFrontend\final\src\assets\img\flags\fr.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"d:\370\FinalFrontend\final\src\assets\img\flags\gb.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"d:\370\FinalFrontend\final\src\assets\img\flags\ru.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"d:\370\FinalFrontend\final\src\assets\img\flags\tr.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"d:\370\FinalFrontend\final\src\buildspec.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 24, 2, 1, 27
"d:\370\FinalFrontend\final\src\dist\10-es2015.c4951c61377f1f5bdfb8.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\10-es5.c4951c61377f1f5bdfb8.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\11-es2015.35c4b5f67759860c019b.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\11-es5.35c4b5f67759860c019b.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\12-es2015.16be08bc3e5ed2d80c0c.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\12-es5.16be08bc3e5ed2d80c0c.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\13-es2015.40d53582328ef065145f.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\13-es5.40d53582328ef065145f.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\14-es2015.ec86f516cb70b185a94a.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\14-es5.ec86f516cb70b185a94a.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\15-es2015.1b12897b45273b6baa06.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\15-es5.1b12897b45273b6baa06.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\16-es2015.4cdd83adf88de458cd27.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\16-es5.4cdd83adf88de458cd27.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\17-es2015.1e627305b6ee458159e2.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\17-es5.1e627305b6ee458159e2.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\18-es2015.e3148b5d9a7d0818f4cd.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\18-es5.e3148b5d9a7d0818f4cd.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\19-es2015.190a9306cc5e9c2fe20b.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\19-es5.190a9306cc5e9c2fe20b.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\20-es2015.adc97534ec8fdb63fe27.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\20-es5.adc97534ec8fdb63fe27.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\6-es2015.08d9094f006ab2b03d56.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\6-es5.08d9094f006ab2b03d56.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\7-es2015.e9c7bcb174bc15d302b6.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\7-es5.e9c7bcb174bc15d302b6.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\8-es2015.822988f362d3cfc25695.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\8-es5.822988f362d3cfc25695.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\9-es2015.750771ad60d211b65730.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\9-es5.750771ad60d211b65730.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\assets\data\company.json", "JSON", 505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 506
"d:\370\FinalFrontend\final\src\dist\assets\img\flags\de.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"d:\370\FinalFrontend\final\src\dist\assets\img\flags\fr.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"d:\370\FinalFrontend\final\src\dist\assets\img\flags\gb.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"d:\370\FinalFrontend\final\src\dist\assets\img\flags\ru.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"d:\370\FinalFrontend\final\src\dist\assets\img\flags\tr.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"d:\370\FinalFrontend\final\src\dist\common-es2015.626c1efe8129cf01cfda.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\common-es2015.js", "JavaScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 5, 34
"d:\370\FinalFrontend\final\src\dist\common-es5.626c1efe8129cf01cfda.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\common-es5.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 10, 12, 54
"d:\370\FinalFrontend\final\src\dist\data-table.3b0234636efe7d0e78de.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 2, 27
"d:\370\FinalFrontend\final\src\dist\data-table.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 2, 27
"d:\370\FinalFrontend\final\src\dist\index.html", "HTML", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 16
"d:\370\FinalFrontend\final\src\dist\main-es2015.177655db2de692af14a0.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\main-es2015.js", "JavaScript", 0, 0, 0, 0, 6903, 0, 0, 0, 0, 925, 1129, 8957
"d:\370\FinalFrontend\final\src\dist\main-es5.177655db2de692af14a0.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\370\FinalFrontend\final\src\dist\main-es5.js", "JavaScript", 0, 0, 0, 0, 8897, 0, 0, 0, 0, 2525, 2804, 14226
"d:\370\FinalFrontend\final\src\dist\pages-charts-charts-module-es2015.js", "JavaScript", 0, 0, 0, 0, 524, 0, 0, 0, 0, 41, 63, 628
"d:\370\FinalFrontend\final\src\dist\pages-charts-charts-module-es5.js", "JavaScript", 0, 0, 0, 0, 574, 0, 0, 0, 0, 130, 151, 855
"d:\370\FinalFrontend\final\src\dist\pages-chat-chat-module-es2015.js", "JavaScript", 0, 0, 0, 0, 209, 0, 0, 0, 0, 75, 39, 323
"d:\370\FinalFrontend\final\src\dist\pages-chat-chat-module-es5.js", "JavaScript", 0, 0, 0, 0, 248, 0, 0, 0, 0, 127, 95, 470
"d:\370\FinalFrontend\final\src\dist\pages-drag-drop-drag-drop-module-es2015.js", "JavaScript", 0, 0, 0, 0, 1265, 0, 0, 0, 0, 284, 182, 1731
"d:\370\FinalFrontend\final\src\dist\pages-drag-drop-drag-drop-module-es5.js", "JavaScript", 0, 0, 0, 0, 1677, 0, 0, 0, 0, 377, 544, 2598
"d:\370\FinalFrontend\final\src\dist\pages-dynamic-menu-dynamic-menu-module-es2015.js", "JavaScript", 0, 0, 0, 0, 270, 0, 0, 0, 0, 21, 41, 332
"d:\370\FinalFrontend\final\src\dist\pages-dynamic-menu-dynamic-menu-module-es5.js", "JavaScript", 0, 0, 0, 0, 323, 0, 0, 0, 0, 80, 110, 513
"d:\370\FinalFrontend\final\src\dist\pages-form-controls-form-controls-module-es2015.js", "JavaScript", 0, 0, 0, 0, 605, 0, 0, 0, 0, 99, 125, 829
